id,text,clean_text,eng,author.id,word_count,tweet_without_stopwords,tweet_lemmatized,topic_match,topic_similarity,is_vegan
b'gAAAAABkk1Q1gLaBvLc7fxbMqymqj24BsrWMRRVNKKlHJWGFMLDx-H84ZAwr9vIsg_2xqMhKD7DI3sDWJyVRHUwK6l6767dQM9PMjq5DNMfh-3VkeFllVjk=',Naheliegend und klimaschonend https://t.co/UNQ3u1bHNL #politik #feedly,naheliegend und klimaschonend politik feedly,obvious and climate-friendly policy feedly,b'gAAAAABkk1Q1LPVIRlrS9EAjkjAD5E1cji7Qj_0dOlH4OI0TSxSPj8V8qiT1dQxXJSxpjkTX5Dc9yc97VTZ8nU4l7nuUKEIkYA==',5,obvious climate-friendly policy feedly,obvious climate-friendly policy feedly,3038,0.6800000071525574,False
b'gAAAAABkk1Q1Vvg7tiOKguRfiu5Zj1nCnDvm5uHrxFmZGtbMWXCkyEhVxOf99p9ntaZai_GMCX63ZRGz2btVGv7KAsgdi02bMfajUTNarKQg3opRUhPSTu4=',"@Nessilein_chen Vorallem diese Keks-Zimt-Kombi, traumhaft 😍",vorallem diese kekszimtkombi traumhaft,especially this kekszimtkombi dreamlike,b'gAAAAABkk1Q17I9OWLN5lKunI7_Cyf27PsS-cEVy5HPUT29wm-hg_G2o1AOa6qLyvJ7f_T13bUdVl-ASfQQgcEjdzF8XliJIu-h-fpTWqUODUXvN44Dy9rs=',4,especially kekszimtkombi dreamlike,especially kekszimtkombi dreamlike,96,0.5899999737739563,False
b'gAAAAABkk1Q1MWsruu3Zuk7Qm4sgiCK1gXUkOGjjFs7QuD7ZTYgOI0jCMIY_klGZAsBrvNgNdXb5MG0xHv5n7KYwPPSPhwZUzXRxhfJLz7jPv3Pg0Ql1fTg=',"""Ich bin eher die Diva"": Maschmeyer plaudert über seine Ehe mit Ferres https://t.co/pzOokcPSQ8",ich bin eher die diva maschmeyer plaudert über seine ehe mit ferres,i'm more the diva mashmeyer chatting about his marriage with ferres,b'gAAAAABkk1Q1TFA1Pie-RlrYqseBc888MpImOU1RLw2wRxAPCf_2_dWhotcsiImmBBaCkccKJAfBMtNOzilJ9pMZe-4EPHzurQ==',11,i'm diva mashmeyer chatting marriage ferres,i'm diva mashmeyer chatting marriage ferres,127,0.5299999713897705,False
b'gAAAAABkk1Q1zr5HqwQpoxTDTSGclztawTNhs_DGJ-UgIqOsJRcpyhN59PhhcQ-QnEZyL9yg8Q9VxOGJ9zgsPj5JZOf49lVU_h4_erLQRjshCc8RV2F_nV0=',"@PhilipLeButt @nik_metz @te_poztlan @pffuzzi Wie denn? Wenn es nur noch eine Ordnungswidrigkeit ist, dann besteht doch gar keine Pflicht mehr zu ermitteln für die Polizei...",wie denn wenn es nur noch eine ordnungswidrigkeit ist dann besteht doch gar keine pflicht mehr zu ermitteln für die polizei,how if it is only a regularity then there is no obligation at all to investigate for the police,b'gAAAAABkk1Q1ZNLD_uscwD_jNVPlJIITrT6YAaG3hVHOaVGXScTQSwUqF42AF2gD0AMsg6YbVulABXTD6kyzUWsXd_IQFkPZUKdtT70nrG4nHTWan9z-xVM=',19,regularity obligation investigate police,regularity obligation investigate police,1742,0.5,False
b'gAAAAABkk1Q1vgbBGNPIlbGhVuI_gPEGraZnrJL3gh7TUU4m1uAE06cmwEhkbeFh8Ks377nNJaJLN891QpwUKFub1CBaPjvEZgl7k8jGuz8n4Fsw5xfAzHU=',@bzberlin Immer die gleichen Typen.  Selbst U-Bahn fahren kann Lebensgefährlich sein.  Unerträglich,immer die gleichen typen selbst ubahn fahren kann lebensgefährlich sein unerträglich,always the same types of self-underway driving can be life-threatening,b'gAAAAABkk1Q1imqIH4aqwytBwd3kLwMLhwUgrZ91_-iX27MnRs1mEfbCIuV3LFX70XFD0IQv_eL8zQyo3gKvgWs7rAhaszm1gtPBrLs8gpGsSng0h-FCtUA=',10,always types self-underway driving life-threatening,always type self-underway driving life-threatening,2675,0.6399999856948853,False
b'gAAAAABkk1Q1yroR2SUPCI8BAv6paRFnjn5Jn8fG_EXwzhO1tr7nS6GeV81VvXo7fuN-Egg30FoS6aoN9KeyZ5LrQdk8yW7R0ys_3bW5O1xdqg7l0pY5pO0=',"@LostRoom3 Er leistet unmenschliches, aha",er leistet unmenschliches aha,he makes inhumane aha,b'gAAAAABkk1Q1UwckcvWDSQmFs2KIfZgsmjnWR8B1WUYdJZrgLcUvpoZZzOLs4R691W7ubsFtTkmTtU-HXvLEurKPYQgyHXBi3iwtiLHJLifRSGJirc-X0xo=',4,makes inhumane aha,make inhumane aha,2551,0.4699999988079071,False
b'gAAAAABkk1Q1tDT4-2adzyR-UoTqaJWIXlHPCkI9Z3g1XJU3DShR5yHPzqei7ANlJEoz-8hLWJfReD1ldiGX2s8_grcL0PV-GUqa2E4NviHG1LgOORnt_i8=',"@JoeMR13 Bei Penny bin ich selten(er), aber so ein Laden, in dem nur Paletten abgestellt werden, ist wohl nicht mehr angesagt.",bei penny bin ich seltener aber so ein laden in dem nur paletten abgestellt werden ist wohl nicht mehr angesagt,at penny i am rarer but such a load in which only pallets are placed is probably no longer announced,b'gAAAAABkk1Q1ZSUGxFTsNkNgRCkmPVJDUdANNzOi2Ty26nnZmV8KT7YN6wwrlmr03hLsuRP8scRkJ667hwp6WgMwSd620Lg6SQ==',20,penny rarer load pallets placed probably longer announced,penny rarer load pallet placed probably longer announced,3859,0.44999998807907104,False
b'gAAAAABkk1Q1L3CJqtOD69I7yYEfQ7c41tLEyegBw4XYpCp4qoOGuZ86ugpGt6GM-Z-WloffulXBE4peTXdDkf_SgvEmmMuC4K0SCCe0EfFw19LVUOPp0d8=',Ich habe einen spannenden Artikel gefunden.\n\nAtommüll und Abwärme gut.\n https://t.co/vba8hen964,ich habe einen spannenden artikel gefundenatommüll und abwärme gut,i have found an exciting articleatom waste and heat well,b'gAAAAABkk1Q1vYLcgtRga4LZRGGN2fDd4phji8HxDnsZFWW_H9ioMcrBx6Guswt3iWa5ERsig9m5cC9RfDtQ8pI3_Qr4l9k0Zv6XmV8TZ65e37_GOGpuC0Q=',10,found exciting articleatom waste heat well,found exciting articleatom waste heat well,171,0.4699999988079071,False
b'gAAAAABkk1Q2DUfRZ7sSDhXR78iNovgFAT2VL3EUdW2cTC7GVHEcgVtcd3iyhJ5OqftJevn3nIX87gJjGUq8rUiAbAddYXYS8wrr5MmqR6ED0lUtjDsmpdE=',"@AndreasBlohm VerwR ist super spannend. Die suchen sich nur lohnende Rechtsgebiete. Wenn jetzt nicht Millionen in Bitcoins gezahlt werden, sind die E-Akten aller laufenden Verfahren: https://t.co/ShMrNUSH9g",verwr ist super spannend die suchen sich nur lohnende rechtsgebiete wenn jetzt nicht millionen in bitcoins gezahlt werden sind die eakten aller laufenden verfahren,wr is super exciting the search only worthwhile legal areas if now not millions are paid in bitcoins are the facts of all current procedures,b'gAAAAABkk1Q2UCETXe_8lNdQRfiljJESYhgkgpFIdxwfD1LuPWbC53ULSCtHWVYOSR4Zg_1Oj4t-GV9Itx2WM3mmnxk146WIVSH1sGzX2aH1N3xD1t6FnoA=',25,wr super exciting search worthwhile legal areas millions paid bitcoins facts current procedures,wr super exciting search worthwhile legal area million paid bitcoins fact current procedure,2882,0.49000000953674316,False
b'gAAAAABkk1Q23WjlIf6BPxai1p_pILejHWd8_1D-c0NQqqPIymQ60rbiWPkLhRempYd-tfxHiwJ_gyWJPwRjhJ8fFlIqKWGwUsKVMw4VD0OPHsC17PmUbeU=',"@edwardglencoe @HansMaulBB Wenn das russische Kalkül war, mit einer Sprengung der Pipeline Zwietracht zwischen den Europäern zu sähen, wäre es jedenfalls nicht aufgegangen, es brachte ihnen auch kurzfristig nur Nachteile, denke ich.  Könnte natürlich sein, dass sie sich wie insgesamt verkalkuliert haben.",wenn das russische kalkül war mit einer sprengung der pipeline zwietracht zwischen den europäern zu sähen wäre es jedenfalls nicht aufgegangen es brachte ihnen auch kurzfristig nur nachteile denke ich könnte natürlich sein dass sie sich wie insgesamt verkalkuliert haben,if the russian calculus was to be seen with a blasting of the pipeline between the europeans it would not have worked out it brought them even in the short term only downsides think i could of course be that they have calculated themselves as a whole,b'gAAAAABkk1Q2N3B9S4oKBDZUWxbIeIDtO3lvLa7WWCpbt0fmZa-OIHXwKS3azANWD9JiRjE7LSqHdGE_XIwLa4gqMDRTrwrLXA==',47,russian calculus seen blasting pipeline europeans would worked brought even short term downsides think could course calculated whole,russian calculus seen blasting pipeline european would worked brought even short term downside think could course calculated whole,2933,0.4399999976158142,False
b'gAAAAABkk1Q2BnfnaIhOXPhiyyLbj5sjrwZo6l9lsk1v2Uz5iR1cegq3U878IGqBFgIECbzI_G9uI4sUa-yhmBTGilRIrQR7QvaIOARc7EtBWkcq3vAnVI0=',"@Luisas_Diary nichts geht über einen weichen,frisch rasierten Frauenkörper in einem neu bezogenen Bett... Unwiderstehlich 😳",nichts geht über einen weichenfrisch rasierten frauenkörper in einem neu bezogenen bett unwiderstehlich,nothing goes beyond a softly fresh shaved woman body in a newly covered bed irresistible,b'gAAAAABkk1Q2HV1ah08LhGuwosQeB4QPtp71kFPm5tDZiEYWL5wDZpKTPI8Zbr4rzmiIB9n__gkTsGir8MpjJf5EVgGIGcyTgLr8zCBnSmOuILPHkr1Ydrw=',15,nothing goes beyond softly fresh shaved woman body newly covered bed irresistible,nothing go beyond softly fresh shaved woman body newly covered bed irresistible,2879,0.5199999809265137,False
b'gAAAAABkk1Q2iTM_zF-QqTXBPvX0Ilaylx9x72eN1bEfTTtwAmfWxJnzefHd-yZ0xE2TFRUKcKxuj_Xe_jjaZLfdP6XFodJcA3ob4TaraIbuRDU4xD0kX1c=',@88dca4e3f1034ed Wie lange folgst du diesem Account schon?,wie lange folgst du diesem account schon,how long you've been following this account,b'gAAAAABkk1Q2x8_KsNo3ALnBDaaYgF3rkuzAZDlN7T39d9_rHWfvkZ2_xxw-pGIB13EO1k9eat6xT4ohN1EAQINivwszQ5GArnWmscmQJR1ArFHNkjTDxvQ=',7,long following account,long following account,313,0.6000000238418579,False
b'gAAAAABkk1Q2Yjel7Phr4ol_DqkdC9Dro6__y_lTl43kmDV8is7e6izGCaq1Iwu8cJMgPBs57sZrh1RrTRS7NvJI_bW0lnY816Zqx1A_E_1U95DLl_3j-oM=',"„Das ist nicht Vertrauensarbeitszeit, sondern Gleitzeit“, stellt Wolf fest. „Sollen wir dem Arbeitsminister etwa dafür danken, dass Gleitzeit nicht verboten wird?“ \n\nArbeitgeber drohen Heil mit „Fundamentalopposition“ https://t.co/XiG8BKqgPQ",„das ist nicht vertrauensarbeitszeit sondern gleitzeit“ stellt wolf fest „sollen wir dem arbeitsminister etwa dafür danken dass gleitzeit nicht verboten wird“ arbeitgeber drohen heil mit „fundamentalopposition“,"""it's not trust time, it's gliding time,"" wolf says, ""should we thank the minister of labour for not banning gliding time,"" employers are threatening with ""fundamental opposition""",b'gAAAAABkk1Q2SZEOCica9RIgZ8lhE-YUnqfx5gh1AIr6MazE2nrdB4QZ-3n7z2ed0BID8f0aB8h8UVZaXiY4WgZ-ZjbuR0Kdeg==',27,"""it's trust time, gliding time,"" wolf says, ""should thank minister labour banning gliding time,"" employers threatening ""fundamental opposition""","""it's trust time, gliding time,"" wolf says, ""should thank minister labour banning gliding time,"" employer threatening ""fundamental opposition""",1543,0.41999998688697815,False
b'gAAAAABkk1Q2jXVErOrNDNynmJbepWTPK3W1qP4WRYRZ-E28GOgvAFh0vyt6DYOCg55KRrT4ygWWBWucwbTpTXV72kdn7IIpASUv8oW0Az7_GzNuZicWUzM=',@KnollPeter Guten Morgen lieber Peter und einen schönen Sonntag 😊😻🌺,guten morgen lieber peter und einen schönen sonntag,good morning dear peter and a nice sunday,b'gAAAAABkk1Q29kpjId1tlUwfsPfpUrPZEJlwJ82sStdup2f4OqbYSYXjQE29bUDQ4UGA5XU9SsIqVUdNBe-1LMnpVy6J-4IhynXjLhGEOwgCK5kT4F0YqDY=',8,good morning dear peter nice sunday,good morning dear peter nice sunday,1820,0.699999988079071,False
b'gAAAAABkk1Q2O2CFfn77vGr14mdW62GzH_vyyMWAUbDGC9ruOFFYCyvU7lFs_EcJUUISrUk5H10KLfrqJWc1VLUDBmLc-QaSHrOzHPZpdaOtIePu9CYuaNk=',"@Berline41864327 @Planetenherz @AufstandLastGen Und du solltest vielleicht mal drauf achten, das Berlin etwas größer ist als Dein kleiner Käsekosmos und der ÖPNV leider nicht überall gut funktioniert oder überhaupt vorhanden ist 🙄puh",und du solltest vielleicht mal drauf achten das berlin etwas größer ist als dein kleiner käsekosmos und der öpnv leider nicht überall gut funktioniert oder überhaupt vorhanden ist puh,and you should maybe pay attention to the berlin is a little bigger than your little cheese cosmos and the öpnv unfortunately does not work well everywhere or is even present puh,b'gAAAAABkk1Q2bce8BxNkSxV81abFzKRx-ZBZAh6p2UtojbvgJPgNQnNajM3RQJ9udXToF3NgwWt1W4eRWEMPrCgUFYVY5ISJh0IxZA8D_yZoX4DZZH-VJV8=',32,maybe pay attention berlin little bigger little cheese cosmos öpnv unfortunately work well everywhere even present puh,maybe pay attention berlin little bigger little cheese cosmos öpnv unfortunately work well everywhere even present puh,1526,0.5,False
b'gAAAAABkk1Q2k1g0JU5qkTy5IEOd9OWY8F2CuOlCzxE28P73qzr5VvO8m-jd5C6EIxu3CSh6vtPv0pSuPKGCQS0nHq6eqmyjsg-XhvRk9jB6lpNaWw0YcWU=',"Diese Selbst- und Autonomieschwäche will ein Narzisst mit Zerstörung anderer kompensieren. D.h. er will gegen andere mit deren Zerstörung bestehen, statt mit Entwicklung seiner selbst, deshalb ist er chronisch destruktiv - zur Kompensation seiner Selbstschwäche.",diese selbst und autonomieschwäche will ein narzisst mit zerstörung anderer kompensieren dh er will gegen andere mit deren zerstörung bestehen statt mit entwicklung seiner selbst deshalb ist er chronisch destruktiv zur kompensation seiner selbstschwäche,this self and autonomic weakness wants to compensate a narcissist with destruction of others ie he wants to exist against others with their destruction rather than with development of himself therefore he is chronically destructive to compensate for his self-deficiency,b'gAAAAABkk1Q28kcbEhhwUh-D9PtJjnLgP1ORpSyDd0bo_GBbzPvCAoBiV5pNABq9Y_3U37aOA5ZAAq-BjiFXoo4mzDSfbPKnnw==',40,self autonomic weakness wants compensate narcissist destruction others ie wants exist others destruction rather development therefore chronically destructive compensate self-deficiency,self autonomic weakness want compensate narcissist destruction others ie want exist others destruction rather development therefore chronically destructive compensate self-deficiency,540,0.6600000262260437,False
b'gAAAAABkk1Q29BDU7PbWIv96OyT_JOEm2nZyO9mON-W-WorLwr5PrvkN7OcLVT4OuiDvUtze8ENNcd6RzGan2efumxVI_LHwV0Z5yzXVZz9BKn-SmxXJ27E=',"@Stephan535 Wenn Du gleich lasziv die Kreditkarte aus’m Bade-Schlüppi ziehst, bin ich aber raus…",wenn du gleich lasziv die kreditkarte aus’m badeschlüppi ziehst bin ich aber raus…,"if you pull the credit card out of the badeschlüppi right now, i'm out...",b'gAAAAABkk1Q2GG-BGZXsXvJruE6leHi-d0xQZ2JgOTgfmBMhJW_xPC4rB2HfD1fh4D4UCC-72q8NKSBNtcq_8YmPSH751eQuFg==',14,"pull credit card badeschlüppi right now, i'm out...","pull credit card badeschlüppi right now, i'm out...",1409,0.5600000023841858,False
b'gAAAAABkk1Q2pDo9NEkEaPIODBW-9LvLHpaYq7GNZshOAvu7fZOt3Ozoc0FfYN0n5Mg3VmTGgk355uMMbkCOTqUyPuNiu21BdsdyuxC6j73fy-nlIYD84K0=',@iigotomoe Das Sakura Eis ist super ! Sehr zu empfehlen :3,das sakura eis ist super sehr zu empfehlen,the sakura eis is super highly recommended,b'gAAAAABkk1Q28AVQPsJcHxz0ZhgZzl_hZ21Ju3HWfrF7VfAGcqYLaCYgblF8z349ama8XlqLKvhvgP2z4E93sSSk99Yf7rtO7w==',7,sakura eis super highly recommended,sakura eis super highly recommended,20,0.5299999713897705,False
b'gAAAAABkk1Q2Ne7rIpRb4ybo2_t1huv2F2mFtrBo-iFSsepWQab4YmYnwaXCOZnx5zpwS6eQq9ppRKXGFuNjztz-CmvMNnO0wejWSS5l-1VkhBvOyPGkV8k=',Gebäudereinigung / Bahnhofreinigung - Mitarbeiter (m/w/d)\nhttps://t.co/glpd5Z9x2G\n#jobBerlin #hrjob #hiring #Reinigung #Raumpfleger #Bahnhofsreinigung,gebäudereinigung bahnhofreinigung mitarbeiter mwd hrjob hiring reinigung raumpfleger bahnhofsreinigung,building cleaning station cleaning workers mwd hrjob hiring cleaning room caregiver station cleaning,b'gAAAAABkk1Q2YupRKCFYRZ76kNAgTkQOrkRoFeFtN_gmzdE5FiCgc0buEgnPUlA-1O21lxH0lT_2V3F4_npGqY_ahrXGEUVo1FARayqNQAw57QfT_rEYq58=',13,building cleaning station cleaning workers mwd hrjob hiring cleaning room caregiver station cleaning,building cleaning station cleaning worker mwd hrjob hiring cleaning room caregiver station cleaning,1567,0.5,False
b'gAAAAABkk1Q2KHnD07UY_u_36ldqBL6ssp4ix5GzgNd5X7e1QqXfA3MwNL89z0zp4ZThDg3KQ5hcR_FkKWAJfJlKb6tKXjZKQYafprVllCRhAfq6kAv1kOw=',"@DonjaSpace das war mir klar, ohne den müll zu lesen. können die spinner es nicht direkt schreiben, anstatt immer so ein klimbim und viel mehr. man hätte es so schnell darauf runterbrechen können",das war mir klar ohne den müll zu lesen können die spinner es nicht direkt schreiben anstatt immer so ein klimbim und viel mehr man hätte es so schnell darauf runterbrechen können,that was clear to me without reading the garbage the spiders could not write it directly instead of always such a klimbim and much more you could have broken it so fast on it,b'gAAAAABkk1Q2SFLGyIMoPHxBvuIJIG3iUbVvObDCJddD5Sif4KDEmcZ95IDOEQwP22v5879qUh72NZv1PGUbeB_lMxjtK20H2Bj5vf-IwGScgzf0n9rSLK0=',34,clear without reading garbage spiders could write directly instead always klimbim much could broken fast,clear without reading garbage spider could write directly instead always klimbim much could broken fast,1672,0.5,False
b'gAAAAABkk1Q2O18M2WaQoxkp4UiGWT4u77JLfS-D8-LFeA3rhzDA2qsoUrUvimwZHML2SYU5VMfxyZHTnqEgaQKcHSHqULMp0RZetglYCIO-M8bPyZRhWso=',"Der #Countdown zur #LNDW23 läuft. ⏳ In 2 Monaten erwartet euch eine spannende Nacht voller aufregender Experimente, Wissenschaftsshows, Laborführungen und spannender Vorträge. 😍 Ihr könnt es kaum abwarten? Der Ticketverkauf startet bereits in 3 Wochen. 🎟️\n\n#LNDW #Wissenschaft https://t.co/4ADhKox2h3",der countdown zur lndw läuft ⏳ in monaten erwartet euch eine spannende nacht voller aufregender experimente wissenschaftsshows laborführungen und spannender vorträge ihr könnt es kaum abwarten der ticketverkauf startet bereits in wochen lndw wissenschaft,the countdown to the lndw runs in months awaits you an exciting night full of exciting experiments science shows laboratory tours and exciting presentations you can hardly wait for the ticket sale to start already in weeks lndw science,b'gAAAAABkk1Q2aC7srgU0ag1JseawIuC9-Qzj6sgSNicKfBX-HF65MiB-9QLUuUY5ve2qDOXoltwbpj6ImGIv0_Z_sIAIJinDYg==',39,countdown lndw runs months awaits exciting night full exciting experiments science shows laboratory tours exciting presentations hardly wait ticket sale start already weeks lndw science,countdown lndw run month awaits exciting night full exciting experiment science show laboratory tour exciting presentation hardly wait ticket sale start already week lndw science,3725,0.5299999713897705,False
b'gAAAAABkk1Q2KsYSWGs_Xd1xhb5yQtnujOfLfbGWEpYvTHj7kiD46voZ2j_6JGtriIrOAHnxkjTPoeJ7m04Y1_gBAoiw_4cXjDMxCS6duMpqAVwymao8XqI=',"""Stell Dir vor was alles möglich wäre, wenn ich das Sagen hätte!"" sagt uns #AWS in einer #TV-Werbung und stellt damit klar die Machtfrage. Bei der berechtigten #Parteien-Verdrossenheit glaube ich leider auch, dass viele Leute hier statt ner Partei eine Firma wählen würden...",stell dir vor was alles möglich wäre wenn ich das sagen hätte sagt uns aws in einer tvwerbung und stellt damit klar die machtfrage bei der berechtigten parteienverdrossenheit glaube ich leider auch dass viele leute hier statt ner partei eine firma wählen würden,imagine what anything would be possible if i had said that aws tells us in a tv commercial and thus clearly poses the power question with the justified party-riddenness i think unfortunately also that many people here instead of a party would choose a company,b'gAAAAABkk1Q2OtbBsLbjNr8hWnzljPm1CRA6WcNk1lgafiBam2p5aHhP68_lS527Hmg_7e2zLZTtRjJD5P-nqJ7xA8fXLwoz2T967yrqPvEw3raZcpBG15A=',45,imagine anything would possible said aws tells us tv commercial thus clearly poses power question justified party-riddenness think unfortunately also many people instead party would choose company,imagine anything would possible said aws tell u tv commercial thus clearly pose power question justified party-riddenness think unfortunately also many people instead party would choose company,1778,0.4099999964237213,False
b'gAAAAABkk1Q2qlsg7d6jQwCesikm5R4jESOE2uvIeLVC2IdP8NqUNu2-h9rmeytCsk62ky4psSCcNh9RyvMKfBA6AYmj0oED3h5KHGKr7mYu2HSHQnKlZb0=',@MonikaHerrmann1 Sie haben weiß Gott mehr solcher feilschen als jeder konservative. Aber sie erkennen ihre lügen und ihren hass ja nicht mal selbst.,sie haben weiß gott mehr solcher feilschen als jeder konservative aber sie erkennen ihre lügen und ihren hass ja nicht mal selbst,they have god knows more such haggling than any conservative but they recognize their lies and their hate not even themselves,b'gAAAAABkk1Q2Rg6Qg6rdBcdpWT95eg40vi14mcInXl2SDnS8-z4CHou8OpPuPBEWTM0jRqa0aAVh797MKgR_cDuRyIuLaSKrig==',21,god knows haggling conservative recognize lies hate even,god know haggling conservative recognize lie hate even,28,0.5600000023841858,False
b'gAAAAABkk1Q2H-DrXIebYYdusM2ZCUzYPxsurCB4L8fVj9d1pAfKuj499qpp1FC6T_oHxcjg7U5Ptp32HLRaUA3kOrBOE_6ov-W2JcEohiU97xjuTRZPWXo=',Wir drehen eine Runde: Mercedes GLC Dick im Geschäft\n\nhttps://t.co/0NNNzVLyHx,wir drehen eine runde mercedes glc dick im geschäft,we turn a round mercedes glc thick in business,b'gAAAAABkk1Q22SJupXO-kVb4qpnTRPDHjeH0w7few6TqfYrr6wJO9ODTh2HFpGq06swMCFzEpYRBzoUf2uGCfbppYdMb4l-SYw==',9,turn round mercedes glc thick business,turn round mercedes glc thick business,1970,0.41999998688697815,False
b'gAAAAABkk1Q2QCILxvzwsm1abnXhZEX_GIEeKG8irrP0S61lP4F3s0x0gktPnVJmyFVzTy78nr-bGpQhBEgQCu572q91pFKSHy9Kmx_XHrnTssLd3AhYWGw=',Ganz wichtige Initiative von @UlrikeKlinger und @dscheykopp! https://t.co/Q9BYWg9QvZ,ganz wichtige initiative von und,a very important initiative by and,b'gAAAAABkk1Q2JnqMOuVUqq_NLJChrfGsLY_k-2zZBWTYNu4jyGVwozHhhHloXcvGn_O9spyIqUvLtWwfhEq7pztRFr9MdZP6cMWIUKfAYtUKzaniBNzAEhw=',6,important initiative,important initiative,3236,0.5199999809265137,False
b'gAAAAABkk1Q2i2yAV8UWkRZbA9BKYJfT0rIVsEf0rNb4wW-oq_2VO74G5qVBUA_UltVhwDozIEiRV2HbvuB7-iMtI4X46BfpEaGfZ34AUC-kgpgDR8ngerE=',"Natürlich ""Der Westen eskaliert"" ?\n\n„Entscheidend ist es, die Eskalation des Krieges zu stoppen“, heißt es laut einer Mitteilung in dem Aufruf namens „Friedensinitiative aus der Mitte der Gesellschaft“ von 250 Gewerkschaftern, Politikern, Wissenschaftlern und Künstlern /2",natürlich der westen eskaliert „entscheidend ist es die eskalation des krieges zu stoppen“ heißt es laut einer mitteilung in dem aufruf namens „friedensinitiative aus der mitte der gesellschaft“ von gewerkschaftern politikern wissenschaftlern und künstlern,"of course the western escalated ""it is decisive to stop the escalation of the war"" according to a statement in the call ""peace initiative from the middle of the society"" by trade union politicians scientists and artists",b'gAAAAABkk1Q2iDIP1GLPzmrFoTym3m59QXrMtkkEmgxGO7Nt-V6f2KbcBV2EPfZ2q07nut_m7H356Dc9b9uPIirIvNq-AvfU_w==',37,"course western escalated ""it decisive stop escalation war"" according statement call ""peace initiative middle society"" trade union politicians scientists artists","course western escalated ""it decisive stop escalation war"" according statement call ""peace initiative middle society"" trade union politician scientist artist",3038,0.44999998807907104,False
b'gAAAAABkk1Q2moFs-qdQ05rDvnfvLBCnnASGtQ2j3vaMMmTarI8W4Ls8GW3k_9-0jQLPBDP_lF0_rQ5EKLdAcUuMtEdL-_FzthXQtiavALuWl2bkHhIMnkk=',@FPL_USE @PrimeLeague Aber sowas von!!!,aber sowas von,but so something of,b'gAAAAABkk1Q2lsPpziVA-wguyD0BOjMzaQsohWfbrHsV-6tuHiKSWRko6m4XYcXFrGOHcsJCWPqy8uRegMkOAzB32f0l4dlhygTH2_QQdPIXi6_szPqX04U=',4,something,something,1440,0.5899999737739563,False
b'gAAAAABkk1Q26PuSwu0F6qWe7SZE8iXr8TjXSp_hD5Wy1UcENh_kBllo38bgNcVSnoTs_cn9jfiX9lud7D_YiKF_gnBDR46gGo4iDVQqzc34kfAOU8Ji6SM=',"Zur persönl Erinnerung, was #Samidoun ist ➡️ Verbindungen zu Terrorgruppen, Verbindung zu BDS,\nEinbettung in PFLP &amp; Alliance for Global Justice, beachtenswert, Akteure, die in D, EUweit und in USA agieren und eindeutig auch ""westlich"" sozialisiert sind...\nhttps://t.co/1MlAl2AKzv",zur persönl erinnerung was samidoun ist verbindungen zu terrorgruppen verbindung zu bdseinbettung in pflp amp alliance for global justice beachtenswert akteure die in d euweit und in usa agieren und eindeutig auch westlich sozialisiert sind,to personal memory what samidoun is connections to terrorist groups connection to bd embedding in pflp amp alliance for global justice noteworthy actors who are active in the eu and in usa and are clearly also socialized west,b'gAAAAABkk1Q2XYZ4p35Yx1cT8xPamAqCHxRzNdDulw0WImQYz07YDhk32jT62nfx8Z8hzAuUloIrWR6X9zv1XMUtoFKWK4JhZA==',38,personal memory samidoun connections terrorist groups connection bd embedding pflp amp alliance global justice noteworthy actors active eu usa clearly also socialized west,personal memory samidoun connection terrorist group connection bd embedding pflp amp alliance global justice noteworthy actor active eu usa clearly also socialized west,2022,0.44999998807907104,False
b'gAAAAABkk1Q2yxC_j8ScGN2JqcWYPoVSSU5Kt0eh5MzFdU7-yPZx0i5X2_YpUJZYw7Ii2JA0yiRb4lCgecMkmanEzIvcolFxjqI8IUaukRyE33p8O1nUd5w=',"Achso? Dann muss also dringend diesen ""2 Euro-in-den-Pappbecher-Reflex"" loswerden. https://t.co/QOoMn8WKia",achso dann muss also dringend diesen euroindenpappbecherreflex loswerden,achso then urgently has to get rid of this euroindenpappbeaker reflex,b'gAAAAABkk1Q2g3UUYb5OBH5_Dx9sbEtXmzzFR5a5PWswBGWF-I8B-12ijsj1Jm4rQmzsHpv2GGLL6EeOtycldXfA2tWBt8lIAQrKFYzQ8O2JxXqjvrylgWg=',11,achso urgently get rid euroindenpappbeaker reflex,achso urgently get rid euroindenpappbeaker reflex,3806,0.4000000059604645,False
