id,text,clean_text,eng
b'gAAAAABkk1Q19oktG3D3Apcs2s4dTGuQfFQZrSbJMVmZgOd8sei9bSUxlHsd2JSHkV635w5KAoU9rM4KOIBxZJZqL5A0pWI2iAFcdiUd4Tb0estCvb6kgnI=',[MVG] Tram 19 - #Verspätungen wegen einer #Fahrzeugstörung in #München +++ https://t.co/McXuo0RBfX,mvg tram verspätungen wegen einer fahrzeugstörung in münchen,mvg tram delays due to vehicle disturbance in münchen
b'gAAAAABkk1Q1WgpocdQCIJyeiD7Y3EkKOd-O1lJJKzJEjdb80Y401lwQkLGHpbOKPtutzq0GuI6uvKefdDbQoUKsnnPkrd53iNqXRYdYwYTsiEQxWEinPwY=',"Eine Antwort wie eine Ohrfeige \nBaerbock’s indischer Amtskollege antwortete höflich u erklärte, dass Indien die Zusammenarbeit mit Russland ausweiten werde u dass man keine «Ära des Krieges» erkenne, man stehe für Dialog und Diplomatie u setze dem keinerlei Bedingungen voraus. https://t.co/QdemlbDBCa",eine antwort wie eine ohrfeige baerbock’s indischer amtskollege antwortete höflich u erklärte dass indien die zusammenarbeit mit russland ausweiten werde u dass man keine «ära des krieges» erkenne man stehe für dialog und diplomatie u setze dem keinerlei bedingungen voraus,"an answer like a slap in the face baerbock's Indian colleague replied politely u explained that India will expand its cooperation with Russia u that one does not recognize a ""era of war"" one stands for dialogue and diplomacy u presupposes no conditions"
b'gAAAAABkk1Q1VoVVL79uXz05WTDDxk6OC8LBNNo3tWSTiY4peT6DIPdk2L15qGDDcBJIshm4LFD99ZKpJbtUwg-ubAg5UCkoue-oTCHqtbnJTFpw_TfkF2c=',@christophploss BLÖDSINN ploß vom BLÖDMANN.,blödsinn ploß vom blödmann,Stupid blow from the stupid man
b'gAAAAABkk1Q1aXrSa3t9NAbEj25l9Uv5AmQTcaL7Ul0J_isSbxT1vnLVdt41liABc-pBYm5CJRoOVRRwvT-I53LDvffWRw3cgT3QlEiyvWJUbXLJWAsoBlI=',Hach... Was für ein wunderbarer Tag war das heute.*\n\n*Den Pollenflug mal ausgeklammert,hach was für ein wunderbarer tag war das heuteden pollenflug mal ausgeklammert,What a wonderful day was today's pollen flight sometimes excluded
b'gAAAAABkk1Q1GdjImO5hs0scslUkTUcfhznOnMBbcI8kuY4iKWFo83NCtoKCJa-MzDN0zjvWz7KWk8Y5T-zMYGlhM2d8G7evwnEzegCQ4ryIOOBaY2Suhes=',"@ebbi_b Ich stimme zu, denn gerade die Präsenz angesichts der Büttel des Klassenfeindes hätte dem Arbeiter klar sein müssen. Das sollte zu Selbstkritik führen.",ich stimme zu denn gerade die präsenz angesichts der büttel des klassenfeindes hätte dem arbeiter klar sein müssen das sollte zu selbstkritik führen,I agree because precisely the presence in view of the shaking of the class enemy should have been clear to the worker that should lead to self-criticism
b'gAAAAABkk1Q1AgTN1_6MFMu-ViocLklyXXm-ss02_1uLGLASq4pYIl9EBBu47Y8Md-7nzTFaJq9aXiPmIsPlX_usZcJEW-jEtjio6P2L-C_rOMPsDrrSmDs=',@dubidubiduda @polizeiberlin Noch nicht volljährig. Jugendliche (14-17 Jährige) sind (bedingt) strafmündig.,noch nicht volljährig jugendliche jährige sind bedingt strafmündig,Young people who are not yet of age are subject to criminal law
b'gAAAAABkk1Q17blqeFB7OCLSlVEMo3ndgjHPiQp-VbB7qwbJnFT95YgYDw8iI-NMwetZOnlVXnDfKY3It1GUnVedVhomQ7YAMtJzZ76PICnZdfjROTgbv_8=',"@SeoulMiss Oh Gott ich schäme mich für solche dummen unverschämten Menschen in Grund und Boden. Bin sprachlos, schade das einem in solchen Situation immer eine markige Antwort fehlt.",oh gott ich schäme mich für solche dummen unverschämten menschen in grund und boden bin sprachlos schade das einem in solchen situation immer eine markige antwort fehlt,oh god I am ashamed of such stupid insolent people in reason and ground I am speechless pity that one in such situation always lacks a marked answer
b'gAAAAABkk1Q1qCdB7DYKJKWDbbL-9laX9Y9nt8BhvFRA86cX4fApiIUzqwPaXGYKMCFvnBkTexcLbYcI6Aq9wWrhUXKUiOZqmK_LIY1cF0zWxCfEsy3PwHE=',"@FuchsMami Dir auch, du schaffst das 🥳💖",dir auch du schaffst das,"You can do it for yourself, too"
b'gAAAAABkk1Q1v5p9hhel8zsi7FPPuoDGe6NZjvZlJnnrCC0rQRJI1WxbuOv7uwb9_XPUHuxE2MnlTYoYcWF8xK3Rqas9mrOcjwDaafYEU31KohdTFMnj1Jk=',"@RusBotschaft mit der span Polizei vereinbart hatte, über die Strukturen der russ Mafia auszusagen. Patruschew selbst ist bis heute ein notorischer Lügner.“ Und vieles mehr an Grundwissen über das Funktionieren des russischen Staates erfährt man in Olaf Kühl|s Z Kurze Geschichte Russlands",mit der span polizei vereinbart hatte über die strukturen der russ mafia auszusagen patruschew selbst ist bis heute ein notorischer lügner“ und vieles mehr an grundwissen über das funktionieren des russischen staates erfährt man in olaf kühls z kurze geschichte russlands,with the Spanish police had agreed on the structures of the Russian mafia to testify to patrushev himself is still a notorious liener and much more in basic knowledge about the functioning of the Russian state can be experienced in olaf cool z short history russian
b'gAAAAABkk1Q1gC3xx3mlRToCMeZc0lffq4KWns1nVIV1onbxoI3O-rFWJ90Twi9K4a6L1KAxlAQmQeJGlPpZsL5Xw-ZnAJxiBCdLL9pRkCG-toye-OlYXpQ=',@derBergmann_ Moin Bergmann,moin bergmann,min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min min
b'gAAAAABkk1Q1SudEBB51mx7MJQgAAMxeHsGiQ-SVjtNP0ZDjbkl5BKiwvI5Dsfbny7mUgSPvjkww4-hKzSKyJCJzd9t45dnqfpqXe6frwNHDoGGDrEw6P3c=',"@L10MessiIII bucks games sind bei mir genauso wie union und packers games, wenn es um meine teams geht bin ich der größte pessimist den es gibt 🫠",bucks games sind bei mir genauso wie union und packers games wenn es um meine teams geht bin ich der größte pessimist den es gibt,Bucks games are with me just like union and packers games when it comes to my teams I'm the biggest pessimist there is
b'gAAAAABkk1Q1VGYSjGW7NhANilJ1YPYxxQLBo3X_dTRgp-RsYjItqzYhIXxAnmA9_XPJFA9LiD0uWmC5Ws_xZqoxlD8jXyIv9SQe4I0ymmQBaJctRN7zESc=',"@ULuftenstein Dankeschön, ja das machen wir jetzt..💫🛋️🙃✨😅🙋🏻‍♀️ https://t.co/X3DLtFQuBo",dankeschön ja das machen wir jetzt,"Thank you, yes, we'll do that now."
b'gAAAAABkk1Q1CSu-0lSYofvo0E_kB1pIv_KIN77YYc0GFenXJ_HnrIWD_SQnpZfh_bBLR65xrJEeXqxBERGjpBQDwQHWaiZmxQpfW1JcPft5WC-UWzk7EUU=',@ernst_klaus Schwachsinn!,schwachsinn,Illness
b'gAAAAABkk1Q1VKAufIJ4NBHHwKR4A-nd7d3ddLbCSwpI-dNOhAgwX6pmtQlQRDtUTDwB1r9zfwmB-X0zAwOOSju6JrhtNSrqOOXxhVU06VoKgUZg3FP0fTA=',#347 S Ostbahnhof hat 20 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 8:54 21.4.23,s ostbahnhof hat minuten verspätung bvg,s Ostbahnhof has minutes delay bvg
b'gAAAAABkk1Q1TkN4ZEvAhIG3-jfvIomugeQoivEYVQ7R1RBWVIhELiPEwD4-n-vilfQEF0UBG_aNPWeXgJx8C5UguUQskmbrH2BHq5wfDgpqKD_-BHs9MuU=',Schönefeld: Bürohaus The Unique am BER steht kurz vor der Eröffnung https://t.co/YAcv4eOMhM https://t.co/248RSJix7M,schönefeld bürohaus the unique am ber steht kurz vor der eröffnung,Schönefeld Bürohaus the unique am ber is about to open
b'gAAAAABkk1Q18oQSTC4ryj4AHQQKaMWsMp7biY4CqX5FIjxDSOBuevmW7kED374DznK9jwqKUaa5O49K-_Ufi2by-T1WQprQVV-4UwR3_kwMWKVNUtsAtJg=',OB-Wahl Darmstadt: Grüner Kolmer sieht gute Chance auf Sieg https://t.co/4Ksk4CbD9R https://t.co/qAk5nx0zHW,obwahl darmstadt grüner kolmer sieht gute chance auf sieg,election darmstadt green kolmer looks good chance on victory
b'gAAAAABkk1Q1lShsQ6GhYfGZsH5Wt_hm50Ep_nqSkbwDtNXHs27l7TvUMOxXnZ1dNvI38LQUow8fYBWh9JCjULmaumBG1Hwu6pCFV8-lFjnVNlqenPv9ERU=',Den Muslimen bleibt auch nichts erspart... Karl Lauterbach frisst sich zum Fastenbrechen mal richtig satt... https://t.co/iAslVi8mjr,den muslimen bleibt auch nichts erspart karl lauterbach frisst sich zum fastenbrechen mal richtig satt,the muslims also does not spare anything karl ruherbach eats himself to fast breaking times really full
b'gAAAAABkk1Q1d-und1qK8OrxVJ1a33RNIEpZa6b-lV5z1JyDIlDezmoV8FuXrmVu-R3HJwbojhTBQVOKHG-NbEeWPou2KrWNWuIcA3LxH0bzgUM0mnRFO5o=',"Es war, ist und bleibt einfach eine der schönsten Städte dieses Kontinents (und das auch nur, weil ich die anderen Kontinente nicht so gut kenne). Wer noch nicht hier war, sollte das bei Gelegenheit unbedingt nachholen. #Lwiw #Lemberg #Lwów 1/2 https://t.co/6tjH61WvVU",es war ist und bleibt einfach eine der schönsten städte dieses kontinents und das auch nur weil ich die anderen kontinente nicht so gut kenne wer noch nicht hier war sollte das bei gelegenheit unbedingt nachholen lwiw lemberg lwów,it was and remains simply one of the most beautiful cities of this continent and that only because I don't know the other continents so well who hasn't been here yet should definitely catch up on the occasion lwiw lemberg lwów
b'gAAAAABkk1Q158U9sfYPxLCTrymgROFg30u7ZAyyGv3xGTGZwvPHSq6y_aqrbXIiKczvN4sgrrll0OQk6H7zQINPGEFcsjAInsrpm1W-XKYCuuEJ41v_M2U=',"3/13 An Marianne Fritzen (1924-2016), Gründungsvorsitzende der BI Lüchow-Dannenberg und Ikone des gewaltfreien Widerstands gegen die in Gorleben geplanten Atomanlagen (WAA, Endlager, Zwischenlager) https://t.co/ApZXmm1GWa",an marianne fritzen gründungsvorsitzende der bi lüchowdannenberg und ikone des gewaltfreien widerstands gegen die in gorleben geplanten atomanlagen waa endlager zwischenlager,at Marianne fritzen founding chairman of the bi Lüchowdanenberg and icon of non-violent resistance against the nuclear installations planned in Gorleben waa endlager intercamps
b'gAAAAABkk1Q1UVnX9njTzFXqiUW0I6rRChYKdXBZ4Di2rQGXQJ_4_5x8Kc7QfKKpdyyKxS4QAZ5CY874yDytDAfvNUPSptusx2J9TUVNzvLKVwM8o97czVc=',"@sternburgexport @CarolaTunk @berlinerzeitung Nee  Berliner heißen diese Menschen im Gegenteil zu Euch zugewandertem Fusspilz. Rucksack Berliner hat meine Oma Euch schon genannt, als sich die ersten Grünen in West-Berlin vor der Wehrpflicht versteckt haben.",nee berliner heißen diese menschen im gegenteil zu euch zugewandertem fusspilz rucksack berliner hat meine oma euch schon genannt als sich die ersten grünen in westberlin vor der wehrpflicht versteckt haben,nee berliner are called these people in the opposite part to you immigrated foot mushroom backpack berliner has already called my granny you when the first green ones in West Berlin have hidden themselves from military duty
b'gAAAAABkk1Q1y-pRW6gKGCs64_Pt8-RUKJUYPnGQkfIpGlexurq2z7IwlZzeRs8tfl9cW_zGvBExYlZn2nIY6aGZx2SU4CSk1m5j6C1Ir3B_pVBt3kEhDQM=',@DB_Bahn Muss ja einen Plan für solche Fälle geben oder ?,muss ja einen plan für solche fälle geben oder,must give a plan for such cases or
b'gAAAAABkk1Q1BqYHLMmHYkJNiacRts7ifp9ngq_pRt3wmqtOya0v-_s4T7BChHcuZk4JV0qPPICCeZxNC2WF6qkPVxb3lHu3S4ToUF3F3XbfvlUZhngj8iU=',"#Investiturgeisel: wie am 11. April 1111 #Kaiser #HeinrichV den #Papst #Paschalis entführte, kurzzeitig den #Investiturstreit für sich entschied, was es langfristig brauche.\nhttps://t.co/s3QhrPKJIe https://t.co/fo3IPyf53c",investiturgeisel wie am april kaiser heinrichv den papst paschalis entführte kurzzeitig den investiturstreit für sich entschied was es langfristig brauche,investiturgeisel as at the april kaiser heinrichv the papast paschalis briefly abducted the investiture dispute for what it needs in the long term
b'gAAAAABkk1Q1gLaBvLc7fxbMqymqj24BsrWMRRVNKKlHJWGFMLDx-H84ZAwr9vIsg_2xqMhKD7DI3sDWJyVRHUwK6l6767dQM9PMjq5DNMfh-3VkeFllVjk=',Naheliegend und klimaschonend https://t.co/UNQ3u1bHNL #politik #feedly,naheliegend und klimaschonend politik feedly,obvious and climate-friendly policy feedly
b'gAAAAABkk1Q1Vvg7tiOKguRfiu5Zj1nCnDvm5uHrxFmZGtbMWXCkyEhVxOf99p9ntaZai_GMCX63ZRGz2btVGv7KAsgdi02bMfajUTNarKQg3opRUhPSTu4=',"@Nessilein_chen Vorallem diese Keks-Zimt-Kombi, traumhaft 😍",vorallem diese kekszimtkombi traumhaft,especially this kekszimtkombi dreamlike
b'gAAAAABkk1Q1MWsruu3Zuk7Qm4sgiCK1gXUkOGjjFs7QuD7ZTYgOI0jCMIY_klGZAsBrvNgNdXb5MG0xHv5n7KYwPPSPhwZUzXRxhfJLz7jPv3Pg0Ql1fTg=',"""Ich bin eher die Diva"": Maschmeyer plaudert über seine Ehe mit Ferres https://t.co/pzOokcPSQ8",ich bin eher die diva maschmeyer plaudert über seine ehe mit ferres,I'm more the diva mashmeyer chatting about his marriage with ferres
b'gAAAAABkk1Q1zr5HqwQpoxTDTSGclztawTNhs_DGJ-UgIqOsJRcpyhN59PhhcQ-QnEZyL9yg8Q9VxOGJ9zgsPj5JZOf49lVU_h4_erLQRjshCc8RV2F_nV0=',"@PhilipLeButt @nik_metz @te_poztlan @pffuzzi Wie denn? Wenn es nur noch eine Ordnungswidrigkeit ist, dann besteht doch gar keine Pflicht mehr zu ermitteln für die Polizei...",wie denn wenn es nur noch eine ordnungswidrigkeit ist dann besteht doch gar keine pflicht mehr zu ermitteln für die polizei,how if it is only a regularity then there is no obligation at all to investigate for the police
b'gAAAAABkk1Q1vgbBGNPIlbGhVuI_gPEGraZnrJL3gh7TUU4m1uAE06cmwEhkbeFh8Ks377nNJaJLN891QpwUKFub1CBaPjvEZgl7k8jGuz8n4Fsw5xfAzHU=',@bzberlin Immer die gleichen Typen.  Selbst U-Bahn fahren kann Lebensgefährlich sein.  Unerträglich,immer die gleichen typen selbst ubahn fahren kann lebensgefährlich sein unerträglich,Always the same types of self-underway driving can be life-threatening
b'gAAAAABkk1Q1yroR2SUPCI8BAv6paRFnjn5Jn8fG_EXwzhO1tr7nS6GeV81VvXo7fuN-Egg30FoS6aoN9KeyZ5LrQdk8yW7R0ys_3bW5O1xdqg7l0pY5pO0=',"@LostRoom3 Er leistet unmenschliches, aha",er leistet unmenschliches aha,he makes inhumane aha
b'gAAAAABkk1Q1tDT4-2adzyR-UoTqaJWIXlHPCkI9Z3g1XJU3DShR5yHPzqei7ANlJEoz-8hLWJfReD1ldiGX2s8_grcL0PV-GUqa2E4NviHG1LgOORnt_i8=',"@JoeMR13 Bei Penny bin ich selten(er), aber so ein Laden, in dem nur Paletten abgestellt werden, ist wohl nicht mehr angesagt.",bei penny bin ich seltener aber so ein laden in dem nur paletten abgestellt werden ist wohl nicht mehr angesagt,at penny I am rarer but such a load in which only pallets are placed is probably no longer announced
b'gAAAAABkk1Q1L3CJqtOD69I7yYEfQ7c41tLEyegBw4XYpCp4qoOGuZ86ugpGt6GM-Z-WloffulXBE4peTXdDkf_SgvEmmMuC4K0SCCe0EfFw19LVUOPp0d8=',Ich habe einen spannenden Artikel gefunden.\n\nAtommüll und Abwärme gut.\n https://t.co/vba8hen964,ich habe einen spannenden artikel gefundenatommüll und abwärme gut,I have found an exciting articleatom waste and heat well
b'gAAAAABkk1Q2DUfRZ7sSDhXR78iNovgFAT2VL3EUdW2cTC7GVHEcgVtcd3iyhJ5OqftJevn3nIX87gJjGUq8rUiAbAddYXYS8wrr5MmqR6ED0lUtjDsmpdE=',"@AndreasBlohm VerwR ist super spannend. Die suchen sich nur lohnende Rechtsgebiete. Wenn jetzt nicht Millionen in Bitcoins gezahlt werden, sind die E-Akten aller laufenden Verfahren: https://t.co/ShMrNUSH9g",verwr ist super spannend die suchen sich nur lohnende rechtsgebiete wenn jetzt nicht millionen in bitcoins gezahlt werden sind die eakten aller laufenden verfahren,wr is super exciting the search only worthwhile legal areas if now not millions are paid in bitcoins are the facts of all current procedures
b'gAAAAABkk1Q23WjlIf6BPxai1p_pILejHWd8_1D-c0NQqqPIymQ60rbiWPkLhRempYd-tfxHiwJ_gyWJPwRjhJ8fFlIqKWGwUsKVMw4VD0OPHsC17PmUbeU=',"@edwardglencoe @HansMaulBB Wenn das russische Kalkül war, mit einer Sprengung der Pipeline Zwietracht zwischen den Europäern zu sähen, wäre es jedenfalls nicht aufgegangen, es brachte ihnen auch kurzfristig nur Nachteile, denke ich.  Könnte natürlich sein, dass sie sich wie insgesamt verkalkuliert haben.",wenn das russische kalkül war mit einer sprengung der pipeline zwietracht zwischen den europäern zu sähen wäre es jedenfalls nicht aufgegangen es brachte ihnen auch kurzfristig nur nachteile denke ich könnte natürlich sein dass sie sich wie insgesamt verkalkuliert haben,if the Russian calculus was to be seen with a blasting of the pipeline between the Europeans it would not have worked out it brought them even in the short term only downsides think I could of course be that they have calculated themselves as a whole
b'gAAAAABkk1Q2BnfnaIhOXPhiyyLbj5sjrwZo6l9lsk1v2Uz5iR1cegq3U878IGqBFgIECbzI_G9uI4sUa-yhmBTGilRIrQR7QvaIOARc7EtBWkcq3vAnVI0=',"@Luisas_Diary nichts geht über einen weichen,frisch rasierten Frauenkörper in einem neu bezogenen Bett... Unwiderstehlich 😳",nichts geht über einen weichenfrisch rasierten frauenkörper in einem neu bezogenen bett unwiderstehlich,nothing goes beyond a softly fresh shaved woman body in a newly covered bed irresistible
b'gAAAAABkk1Q2iTM_zF-QqTXBPvX0Ilaylx9x72eN1bEfTTtwAmfWxJnzefHd-yZ0xE2TFRUKcKxuj_Xe_jjaZLfdP6XFodJcA3ob4TaraIbuRDU4xD0kX1c=',@88dca4e3f1034ed Wie lange folgst du diesem Account schon?,wie lange folgst du diesem account schon,how long you've been following this account
b'gAAAAABkk1Q2Yjel7Phr4ol_DqkdC9Dro6__y_lTl43kmDV8is7e6izGCaq1Iwu8cJMgPBs57sZrh1RrTRS7NvJI_bW0lnY816Zqx1A_E_1U95DLl_3j-oM=',"„Das ist nicht Vertrauensarbeitszeit, sondern Gleitzeit“, stellt Wolf fest. „Sollen wir dem Arbeitsminister etwa dafür danken, dass Gleitzeit nicht verboten wird?“ \n\nArbeitgeber drohen Heil mit „Fundamentalopposition“ https://t.co/XiG8BKqgPQ",„das ist nicht vertrauensarbeitszeit sondern gleitzeit“ stellt wolf fest „sollen wir dem arbeitsminister etwa dafür danken dass gleitzeit nicht verboten wird“ arbeitgeber drohen heil mit „fundamentalopposition“,"""It's not trust time, it's gliding time,"" Wolf says, ""should we thank the Minister of Labour for not banning gliding time,"" employers are threatening with ""fundamental opposition"""
b'gAAAAABkk1Q2jXVErOrNDNynmJbepWTPK3W1qP4WRYRZ-E28GOgvAFh0vyt6DYOCg55KRrT4ygWWBWucwbTpTXV72kdn7IIpASUv8oW0Az7_GzNuZicWUzM=',@KnollPeter Guten Morgen lieber Peter und einen schönen Sonntag 😊😻🌺,guten morgen lieber peter und einen schönen sonntag,Good morning dear peter and a nice Sunday
b'gAAAAABkk1Q2O2CFfn77vGr14mdW62GzH_vyyMWAUbDGC9ruOFFYCyvU7lFs_EcJUUISrUk5H10KLfrqJWc1VLUDBmLc-QaSHrOzHPZpdaOtIePu9CYuaNk=',"@Berline41864327 @Planetenherz @AufstandLastGen Und du solltest vielleicht mal drauf achten, das Berlin etwas größer ist als Dein kleiner Käsekosmos und der ÖPNV leider nicht überall gut funktioniert oder überhaupt vorhanden ist 🙄puh",und du solltest vielleicht mal drauf achten das berlin etwas größer ist als dein kleiner käsekosmos und der öpnv leider nicht überall gut funktioniert oder überhaupt vorhanden ist puh,and you should maybe pay attention to the berlin is a little bigger than your little cheese cosmos and the öpnv unfortunately does not work well everywhere or is even present puh
b'gAAAAABkk1Q2k1g0JU5qkTy5IEOd9OWY8F2CuOlCzxE28P73qzr5VvO8m-jd5C6EIxu3CSh6vtPv0pSuPKGCQS0nHq6eqmyjsg-XhvRk9jB6lpNaWw0YcWU=',"Diese Selbst- und Autonomieschwäche will ein Narzisst mit Zerstörung anderer kompensieren. D.h. er will gegen andere mit deren Zerstörung bestehen, statt mit Entwicklung seiner selbst, deshalb ist er chronisch destruktiv - zur Kompensation seiner Selbstschwäche.",diese selbst und autonomieschwäche will ein narzisst mit zerstörung anderer kompensieren dh er will gegen andere mit deren zerstörung bestehen statt mit entwicklung seiner selbst deshalb ist er chronisch destruktiv zur kompensation seiner selbstschwäche,this self and autonomic weakness wants to compensate a narcissist with destruction of others ie he wants to exist against others with their destruction rather than with development of himself therefore he is chronically destructive to compensate for his self-deficiency
b'gAAAAABkk1Q29BDU7PbWIv96OyT_JOEm2nZyO9mON-W-WorLwr5PrvkN7OcLVT4OuiDvUtze8ENNcd6RzGan2efumxVI_LHwV0Z5yzXVZz9BKn-SmxXJ27E=',"@Stephan535 Wenn Du gleich lasziv die Kreditkarte aus’m Bade-Schlüppi ziehst, bin ich aber raus…",wenn du gleich lasziv die kreditkarte aus’m badeschlüppi ziehst bin ich aber raus…,"If you pull the credit card out of the badeschlüppi right now, I'm out..."
b'gAAAAABkk1Q2pDo9NEkEaPIODBW-9LvLHpaYq7GNZshOAvu7fZOt3Ozoc0FfYN0n5Mg3VmTGgk355uMMbkCOTqUyPuNiu21BdsdyuxC6j73fy-nlIYD84K0=',@iigotomoe Das Sakura Eis ist super ! Sehr zu empfehlen :3,das sakura eis ist super sehr zu empfehlen,the sakura eis is super highly recommended
b'gAAAAABkk1Q2Ne7rIpRb4ybo2_t1huv2F2mFtrBo-iFSsepWQab4YmYnwaXCOZnx5zpwS6eQq9ppRKXGFuNjztz-CmvMNnO0wejWSS5l-1VkhBvOyPGkV8k=',Gebäudereinigung / Bahnhofreinigung - Mitarbeiter (m/w/d)\nhttps://t.co/glpd5Z9x2G\n#jobBerlin #hrjob #hiring #Reinigung #Raumpfleger #Bahnhofsreinigung,gebäudereinigung bahnhofreinigung mitarbeiter mwd hrjob hiring reinigung raumpfleger bahnhofsreinigung,building cleaning station cleaning workers mwd hrjob hiring cleaning room caregiver station cleaning
b'gAAAAABkk1Q2KHnD07UY_u_36ldqBL6ssp4ix5GzgNd5X7e1QqXfA3MwNL89z0zp4ZThDg3KQ5hcR_FkKWAJfJlKb6tKXjZKQYafprVllCRhAfq6kAv1kOw=',"@DonjaSpace das war mir klar, ohne den müll zu lesen. können die spinner es nicht direkt schreiben, anstatt immer so ein klimbim und viel mehr. man hätte es so schnell darauf runterbrechen können",das war mir klar ohne den müll zu lesen können die spinner es nicht direkt schreiben anstatt immer so ein klimbim und viel mehr man hätte es so schnell darauf runterbrechen können,that was clear to me without reading the garbage the spiders could not write it directly instead of always such a klimbim and much more you could have broken it so fast on it
b'gAAAAABkk1Q2O18M2WaQoxkp4UiGWT4u77JLfS-D8-LFeA3rhzDA2qsoUrUvimwZHML2SYU5VMfxyZHTnqEgaQKcHSHqULMp0RZetglYCIO-M8bPyZRhWso=',"Der #Countdown zur #LNDW23 läuft. ⏳ In 2 Monaten erwartet euch eine spannende Nacht voller aufregender Experimente, Wissenschaftsshows, Laborführungen und spannender Vorträge. 😍 Ihr könnt es kaum abwarten? Der Ticketverkauf startet bereits in 3 Wochen. 🎟️\n\n#LNDW #Wissenschaft https://t.co/4ADhKox2h3",der countdown zur lndw läuft ⏳ in monaten erwartet euch eine spannende nacht voller aufregender experimente wissenschaftsshows laborführungen und spannender vorträge ihr könnt es kaum abwarten der ticketverkauf startet bereits in wochen lndw wissenschaft,the countdown to the lndw runs in months awaits you an exciting night full of exciting experiments science shows laboratory tours and exciting presentations you can hardly wait for the ticket sale to start already in weeks lndw science
b'gAAAAABkk1Q2KsYSWGs_Xd1xhb5yQtnujOfLfbGWEpYvTHj7kiD46voZ2j_6JGtriIrOAHnxkjTPoeJ7m04Y1_gBAoiw_4cXjDMxCS6duMpqAVwymao8XqI=',"""Stell Dir vor was alles möglich wäre, wenn ich das Sagen hätte!"" sagt uns #AWS in einer #TV-Werbung und stellt damit klar die Machtfrage. Bei der berechtigten #Parteien-Verdrossenheit glaube ich leider auch, dass viele Leute hier statt ner Partei eine Firma wählen würden...",stell dir vor was alles möglich wäre wenn ich das sagen hätte sagt uns aws in einer tvwerbung und stellt damit klar die machtfrage bei der berechtigten parteienverdrossenheit glaube ich leider auch dass viele leute hier statt ner partei eine firma wählen würden,Imagine what anything would be possible if I had said that aws tells us in a tv commercial and thus clearly poses the power question with the justified party-riddenness I think unfortunately also that many people here instead of a party would choose a company
b'gAAAAABkk1Q2qlsg7d6jQwCesikm5R4jESOE2uvIeLVC2IdP8NqUNu2-h9rmeytCsk62ky4psSCcNh9RyvMKfBA6AYmj0oED3h5KHGKr7mYu2HSHQnKlZb0=',@MonikaHerrmann1 Sie haben weiß Gott mehr solcher feilschen als jeder konservative. Aber sie erkennen ihre lügen und ihren hass ja nicht mal selbst.,sie haben weiß gott mehr solcher feilschen als jeder konservative aber sie erkennen ihre lügen und ihren hass ja nicht mal selbst,they have god knows more such haggling than any conservative but they recognize their lies and their hate not even themselves
b'gAAAAABkk1Q2TfEEmGmu7-YMPdi2rG0Pmmt1CP-Bf2wDxJWBapvjFHks7aDHX19BwTQFYIUOg4Ul68IVepPozG1_a-iOzwnZ4mODRT_XxvvEv5Vn3FGas48=',Pro 4-Tage-Woche. ✊🏽\nhttps://t.co/1WnysLAIHp,pro tagewoche,per day week
b'gAAAAABkk1Q2H-DrXIebYYdusM2ZCUzYPxsurCB4L8fVj9d1pAfKuj499qpp1FC6T_oHxcjg7U5Ptp32HLRaUA3kOrBOE_6ov-W2JcEohiU97xjuTRZPWXo=',Wir drehen eine Runde: Mercedes GLC Dick im Geschäft\n\nhttps://t.co/0NNNzVLyHx,wir drehen eine runde mercedes glc dick im geschäft,we turn a round mercedes glc thick in business
b'gAAAAABkk1Q2QCILxvzwsm1abnXhZEX_GIEeKG8irrP0S61lP4F3s0x0gktPnVJmyFVzTy78nr-bGpQhBEgQCu572q91pFKSHy9Kmx_XHrnTssLd3AhYWGw=',Ganz wichtige Initiative von @UlrikeKlinger und @dscheykopp! https://t.co/Q9BYWg9QvZ,ganz wichtige initiative von und,a very important initiative by and
b'gAAAAABkk1Q2TXirUeXS3HgxZTP1ulJ-2KwTVnPqXkU8Y1Wco0Z8LLhQ43cUhwmpVQ0SRR6qspvr4lQEbV5gM7i_NbOI02v-PbPkl5QdZChHZT_-iBkk0LM=',@FrauSchnecke Danke Schnecki 🥰,danke schnecki,thank you snecki
